word,lemma,esdb_pos
sippers,sipper,ns
sipping,sip,vg
sips,sip,ms
sired,sire,vd
sirens,siren,ns
sires,sire,ms
siring,sire,vg
sirs,sir,ns
sises,sis,ns
sissier,sissy,aj1
sissies,sissy,ns
sisters,sister,ns
sitars,sitar,ns
sitcoms,sitcom,ns
sited,site,vd
sites,site,ms
siting,site,vg
sits,sit,vs
sitters,sitter,ns
sitting,sit,vg
sixes,six,ns
sixths,sixth,ns
sixties,sixty,ns
sized,size,vd
sizes,size,ms
sizing,size,vg
sizzled,sizzle,vd
sizzles,sizzle,ms
skated,skate,vd
skaters,skater,ns
skates,skate,ns
skates,skate,vs
skating,skate,vg
skeins,skein,ns
skewed,skew,vd
skewers,skewer,ms
skewing,skew,vg
skews,skew,vs
skibobs,skibob,ns
skidded,skid,vd
skids,skid,ms
skied,ski,vd
skied,sky,vd
skiers,skier,ns
skies,sky,ms
skiffs,skiff,ns
skiing,ski,vg
skills,skill,ns
skimmed,skim,vd
skimped,skimp,vd
skimps,skimp,vs
skims,skim,vs
skinned,skin,vd
skins,skin,ms
skipped,skip,vd
skips,skip,ms
skirted,skirt,vd
skirts,skirt,ms
skis,ski,ns
skis,ski,vs
skits,skit,ns
skived,skive,vd
skivers,skiver,ns
skives,skive,vs
skiving,skive,vg
skoals,skoal,ns
skuas,skua,ns
skulked,skulk,vd
skulks,skulk,vs
skulls,skull,ns
skunked,skunk,vd
skunks,skunk,ns
skunks,skunk,vs
skycaps,skycap,ns
skying,sky,vg
slabbed,slab,vd
slabs,slab,ms
slacked,slack,vd
slacker,slack,aj1
slacks,slack,vs
slagged,slag,vd
slags,slag,ns
slain,slay,vn
slaked,slake,vd
slakes,slake,vs
slaking,slake,vg
slaloms,slalom,ms
slammed,slam,vd
slams,slam,ms
slanted,slant,vd
slants,slant,ms
slapped,slap,vd
slaps,slap,ms
slashed,slash,vd
slashes,slash,ms
slated,slate,vd
slates,slate,ms
slating,slate,vg
slats,slat,ns
slaved,slave,vd
slavers,slaver,ms
slaves,slave,ms
slaving,slave,vg
slayers,slayer,ns
slaying,slay,vg
slays,slay,vs
sleazes,sleaze,ns
sledded,sled,vd
sledged,sledge,vd
sledges,sledge,ms
sleds,sled,ms
sleeked,sleek,vd
sleeker,sleek,aj1
sleeks,sleek,vs
sleeps,sleep,ms
sleeted,sleet,vd
sleets,sleet,vs
sleeves,sleeve,ns
sleighs,sleigh,ms
slept,sleep,vd
sleuths,sleuth,ns
slew,slay,vd
slewed,slew,vd
slewing,slew,vg
slews,slew,ms
sliced,slice,vd
slicers,slicer,ns
slices,slice,ms
slicing,slice,vg
slicked,slick,vd
slicker,slick,aj1
slicks,slick,ms
slid,slide,vd
sliders,slider,ns
slides,slide,ms
sliding,slide,vg
slier,sly,aj1
sliest,sly,aj2
slights,slight,ms
slimier,slimy,aj1
slimmed,slim,vd
slimmer,slim,aj1
slims,slim,vs
slings,sling,ms
slinks,slink,vs
slipped,slip,vd
slips,slip,ms
slits,slit,ns
slits,slit,vs
slivers,sliver,ms
slobbed,slob,vd
slobs,slob,ns
slobs,slob,vs
sloes,sloe,ns
slogans,slogan,ns
slogged,slog,vd
slogs,slog,ms
sloops,sloop,ns
sloped,slope,vd
slopes,slope,ms
sloping,slope,vg
slopped,slop,vd
slops,slop,vs
sloshed,slosh,vd
sloshes,slosh,vs
sloths,sloth,ns
slots,slot,ms
slotted,slot,vd
sloughs,slough,ms
slovens,sloven,ns
slowed,slow,vd
slower,slow,a1
slowest,slow,a2
slowing,slow,vg
slows,slow,vs
slued,slue,vd
slues,slue,ns
slues,slue,vs
slugged,slug,vd
slugs,slug,ms
sluiced,sluice,vd
sluices,sluice,ms
sluing,slue,vg
slummed,slum,vd
slumped,slump,vd
slumps,slump,ms
slums,slum,ms
slung,sling,vd
slunk,slink,vd
slurped,slurp,vd
slurps,slurp,ms
slurred,slur,vd
slurs,slur,ms
sluts,slut,ns
smacked,smack,vd
smacks,smack,ms
smaller,small,a1
smalls,small,ns
smarted,smart,vd
smarter,smart,aj1
smarts,smart,ms
smashed,smash,vd
smashes,smash,ms
smeared,smear,vd
smears,smear,ms
smelled,smell,vd
smells,smell,ms
smelted,smelt,vd
smelts,smelt,ns
smelts,smelt,vs
smiled,smile,vd
smiles,smile,ms
smileys,smiley,ns
smiling,smile,vg
smirked,smirk,vd
smirks,smirk,ms
smites,smite,vs
smiths,smith,ns
smiting,smite,vg
smitten,smite,vn
smocked,smock,vd
smocks,smock,ms
smogs,smog,ns
smoked,smoke,vd
smokers,smoker,ns
smokes,smoke,ms
smokier,smokey,aj1
smokier,smoky,aj1
smoking,smoke,vg
smooths,smooth,vs
smote,smite,vd
smudged,smudge,vd
smudges,smudge,ms
smugger,smug,aj1
smuts,smut,ns
snacked,snack,vd
snacks,snack,ms
snafus,snafu,ns
snagged,snag,vd
snags,snag,ms
snails,snail,ns
snaked,snake,vd
snakes,snake,ms
snakier,snaky,aj1
snaking,snake,vg
snapped,snap,vd
snaps,snap,ms
snared,snare,vd
snares,snare,ms
snaring,snare,vg
snarled,snarl,vd
snarls,snarl,ms
sneaked,sneak,vd
sneaks,sneak,ms
sneered,sneer,vd
sneers,sneer,ms
sneezed,sneeze,vd
sneezes,sneeze,ms
snicked,snick,vd
snicks,snick,ms
snider,snide,aj1
snidest,snide,aj2
sniffed,sniff,vd
sniffs,sniff,ms
sniped,snipe,vd
snipers,sniper,ns
snipes,snipe,ns
snipes,snipe,vs
sniping,snipe,vg
snipped,snip,vd
snips,snip,ms
snits,snit,ns
snivels,snivel,ms
snobs,snob,ns
snogged,snog,vd
snogs,snog,vs
snoods,snood,ns
snooped,snoop,vd
snoops,snoop,ms
snoots,snoot,ns
snoozed,snooze,vd
snoozes,snooze,ms
snored,snore,vd
snorers,snorer,ns
snores,snore,ms
snoring,snore,vg
snorted,snort,vd
snorts,snort,ms
snots,snot,ns
snouts,snout,ns
snowed,snow,vd
snowier,snowy,aj1
snowing,snow,vg
snowmen,snowman,ns
snows,snow,ms
snubbed,snub,vd
snubs,snub,ms
snuffed,snuff,vd
snuffs,snuff,ms
snugged,snug,vd
snugger,snug,aj1
snugs,snug,ms
soaked,soak,vd
soakers,soaker,ns
soaking,soak,vg
soaks,soak,ms
soaped,soap,vd
soapier,soapy,aj1
soaping,soap,vg
soaps,soap,ms
soared,soar,vd
soaring,soar,vg
soars,soar,ms
sobbed,sob,vd
sobbing,sob,vg
sobered,sober,vd
soberer,sober,aj1
sobers,sober,vs
sobs,sob,ms
socials,social,ns
socked,sock,vd
sockets,socket,ns
socking,sock,vg
socks,sock,ns
socks,sock,vs
sodas,soda,ns
sodded,sod,vd
sodding,sod,vg
sods,sod,ms
sofas,sofa,ns
softens,soften,vs
softer,soft,a1
softest,soft,a2
softies,softy,ns
soggier,soggy,aj1
soiled,soil,vd
soiling,soil,vg
soils,soil,vs
soirees,soiree,ns
solaced,solace,vd
solaces,solace,ms
solaria,solarium,ns
sold,sell,vd
solders,solder,vs
soled,sole,vd
soles,sole,ns
soles,sole,vs
solider,solid,aj1
solidi,solidus,ns
solids,solid,ns
soling,sole,vg
soloed,solo,vd
soloing,solo,vg
solos,solo,ns
solos,solo,vs
sols,sol,ns
solutes,solute,ns
solved,solve,vd
solvers,solver,ns
solves,solve,vs
solving,solve,vg
sonars,sonar,ns
sonatas,sonata,ns
songs,song,ns
sonnets,sonnet,ns
sonnies,sonny,ns
sons,son,ns
sooner,soon,av1
soonest,soon,av2
soothed,soothe,vd
soothes,soothe,vs
sootier,sooty,aj1
sopped,sop,vd
soppier,soppy,aj1
sopping,sop,vg
sops,sop,ms
sorbets,sorbet,ns
sorer,sore,aj1
sores,sore,ns
sorest,sore,aj2
sorrels,sorrel,ns
sorrier,sorry,aj1
sorrows,sorrow,ms
sorted,sort,vd
sorters,sorter,ns
sortied,sortie,vd
sorties,sortie,ms
sorting,sort,vg
sorts,sort,ms
sots,sot,ns
soughed,sough,vd
soughs,sough,ms
sought,seek,vd
souks,souk,ns
souls,soul,ns
sounded,sound,vd
sounder,sound,aj1
sounds,sound,ms
souped,soup,vd
soupier,soupy,aj1
souping,soup,vg
soups,soup,ms
sourced,source,vd
sources,source,ms
soured,sour,vd
sourer,sour,aj1
sourest,sour,aj2
souring,sour,vg
sours,sour,ms
sous,sou,ns
soused,souse,vd
souses,souse,ms
sousing,souse,vg
soviets,soviet,ns
sowed,sow,vd
sowed,sow,vn
sowers,sower,ns
sowing,sow,vg
sown,sow,vn
sows,sow,ms
spaced,space,vd
spacers,spacer,ns
spaces,space,ms
spacier,spacey,aj1
spacing,space,vg
spaded,spade,vd
spades,spade,ms
spading,spade,vg
spammed,spam,vd
spams,spam,ms
spanked,spank,vd
spanks,spank,ms
spanned,span,vd
spans,span,ms
spared,spare,vd
sparer,spare,aj1
spares,spare,ms
sparest,spare,aj2
sparing,spare,vg
sparked,spark,vd
sparks,spark,ms
sparred,spar,vd
spars,spar,ms
sparser,spars,a1
sparser,sparse,aj1
spas,spa,ns
spasms,spasm,ns
spates,spate,ns
spathes,spathe,ns
spats,spat,ns
spats,spat,vs
spatted,spat,vd
spawned,spawn,vd
spawns,spawn,ms
spayed,spay,vd
spaying,spay,vg
spays,spay,vs
speaks,speak,vs
speared,spear,vd
spears,spear,ms
specced,spec,vd
specked,speck,vd
specks,speck,ms
specs,spec,ms
spectra,spectrum,ns
sped,speed,vd
speeds,speed,ms
spelled,spell,vd
spells,spell,ms
spends,spend,vs
spent,spend,vd
sperms,sperm,ns
spewed,spew,vd
spewers,spewer,ns
spewing,spew,vg
spews,spew,vs
spheres,sphere,ns
spiced,spice,vd
spices,spice,ms
spicier,spicy,aj1
spicing,spice,vg
spics,spic,ns
spiders,spider,ns
spied,spy,vd
spieled,spiel,vd
spiels,spiel,ms
spies,spy,ms
spiffed,spiff,vd
spiffs,spiff,ns
spiffs,spiff,vs
spigots,spigot,ns
spiked,spike,vd
spikes,spike,ms
spikier,spiky,aj1
spiking,spike,vg
spilled,spill,vd
spills,spill,ms
spinals,spinal,ns
spines,spine,ns
spinets,spinet,ns
spinier,spiny,aj1
spins,spin,ms
spirals,spiral,ms
spireas,spirea,ns
spires,spire,ns
spirits,spirit,ms
spited,spite,vd
spites,spite,vs
spiting,spite,vg
spits,spit,ns
spits,spit,vs
spitted,spit,vd
spivs,spiv,ns
splats,splat,ms
splayed,splay,vd
splays,splay,vs
spleens,spleen,ns
spliced,splice,vd
splices,splice,ms
spliffs,spliff,ns
splines,spline,ns
splints,splint,ms
splits,split,ms
spoiled,spoil,vd
spoils,spoil,ms
spoke,speak,vd
spoken,speak,vn
spokes,spoke,ns
sponged,sponge,vd
sponges,sponge,ms
spoofed,spoof,vd
spoofs,spoof,ms
spooked,spook,vd
spooks,spook,ms
spooled,spool,vd
spools,spool,ms
spooned,spoon,vd
spoons,spoon,ms
spoored,spoor,vd
spoors,spoor,ms
spored,spore,vd
spores,spore,ns
spores,spore,vs
sporing,spore,vg
sported,sport,vd
sports,sport,ms
spotlit,spotlight,vd
spots,spot,ms
spotted,spot,vd
spouses,spouse,ns
spouted,spout,vd
spouts,spout,ms
sprains,sprain,ms
sprang,spring,vd
sprats,sprat,ns
sprawls,sprawl,vs
sprayed,spray,vd
sprays,spray,ms
spreads,spread,ms
sprees,spree,ns
sprier,spry,aj1
spriest,spry,aj2
sprigs,sprig,ns
springs,spring,ms
sprints,sprint,ms
sprites,sprite,ns
sprogs,sprog,ns
sprouts,sprout,ms
spruced,spruce,vd
sprucer,spruce,aj1
spruces,spruce,ms
sprung,spring,vn
spuds,spud,ns
spumed,spume,vd
spumes,spume,vs
spuming,spume,vg
spun,spin,vd
spunks,spunk,ns
spurned,spurn,vd
spurns,spurn,vs
spurred,spur,vd
spurs,spur,ms
spurted,spurt,vd
spurts,spurt,ms
spying,spy,vg
squabs,squab,ns
squads,squad,ns
squalls,squall,ms
squared,square,vd
squarer,square,a1
squares,square,ms
squats,squat,ms
squawks,squawk,ms
squaws,squaw,ns
squeaks,squeak,ms
squeals,squeal,ms
squibs,squib,ns
squids,squid,ns
squints,squint,ms
squired,squire,vd
squires,squire,ms
squirms,squirm,ms
squirts,squirt,ms
stabbed,stab,vd
stabled,stable,vd
stabler,stable,aj1
stables,stable,ms
stabs,stab,ms
stacked,stack,vd
stacks,stack,ms
staffed,staff,vd
staffs,staff,ns
staffs,staff,vs
staged,stage,vd
stages,stage,ms
stagier,stagy,aj1
staging,stage,vg
stags,stag,ns
staider,staid,aj1
stained,stain,vd
stains,stain,ms
stairs,stair,ns
staked,stake,vd
stakes,stake,ms
staking,stake,vg
staled,stale,vd
staler,stale,aj1
stales,stale,vs
stalest,stale,aj2
staling,stale,vg
stalked,stalk,vd
stalks,stalk,ms
stalled,stall,vd
stalls,stall,ms
stamens,stamen,ns
stamped,stamp,vd
stamps,stamp,ms
stances,stance,ns
stands,stand,ms
stank,stink,vd
stanzas,stanza,ns
stapled,staple,vd
staples,staple,ms
stared,stare,vd
starers,starer,ns
stares,stare,ms
staring,stare,vg
starker,stark,a1
starred,star,vd
stars,star,ms
started,start,vd
starts,start,ms
starved,starve,vd
starves,starve,vs
stashed,stash,vd
stashes,stash,ms
stated,state,vd
states,state,ms
statics,static,ns
stating,state,vg
statins,statin,ns
stats,stat,ns
statues,statue,ns
staved,stave,vd
staves,staff,ns
staves,stave,ms
staving,stave,vg
stayed,stay,vd
stayers,stayer,ns
staying,stay,vg
stays,stay,ms
steads,stead,ns
steaks,steak,ns
steals,steal,ms
steamed,steam,vd
steams,steam,vs
steeds,steed,ns
steeled,steel,vd
steels,steel,vs
steeped,steep,vd
steeper,steep,aj1
steeps,steep,ms
steered,steer,vd
steers,steer,ns
steers,steer,vs
steins,stein,ns
stemmed,stem,vd
stems,stem,ms
stenos,steno,ns
stents,stent,ns
stents,stent,vs
stepped,step,vd
steppes,steppe,ns
steps,step,ms
stereos,stereo,ns
sterner,stern,aj1
sterns,stern,ns
stets,stet,vs
stetted,stet,vd
stewed,stew,vd
stewing,stew,vg
stews,stew,ms
sticks,stick,ms
sties,sty,ns
stiffed,stiff,vd
stiffer,stiff,a1
stiffs,stiff,ms
stifled,stifle,vd
stifles,stifle,vs
stigmas,stigma,ns
stiles,stile,ns
stilled,still,vd
stiller,still,a1
stills,still,ms
stilts,stilt,ns
stimmed,stim,vd
stims,stim,ms
stimuli,stimulus,ns
stings,sting,ms
stinks,stink,ms
stinted,stint,vd
stints,stint,ms
stirred,stir,vd
stirs,stir,ms
stoats,stoat,ns
stocked,stock,vd
stocks,stock,ms
stogies,stogie,ns
stoics,stoic,ns
stoked,stoke,vd
stokers,stoker,ns
stokes,stoke,vs
stoking,stoke,vg
stole,steal,vd
stolen,steal,vn
stoles,stole,ns
stolons,stolon,ns
stomped,stomp,vd
stomps,stomp,ms
stoned,stone,vd
stoners,stoner,ns
stones,stone,ns
stones,stone,vs
stonier,stony,aj1
stoning,stone,vg
stood,stand,vd
stooges,stooge,ns
stools,stool,ns
stooped,stoop,vd
stoops,stoop,ms
stopped,stop,vd
stops,stop,ms
stored,store,vd
stores,store,ms
stories,story,ns
storing,store,vg
storks,stork,ns
stormed,storm,vd
storms,storm,ms
stoups,stoup,ns
stouter,stout,aj1
stouts,stout,ns
stoves,stove,ns
stowed,stow,vd
stowing,stow,vg
stows,stow,vs
strafed,strafe,vd
strafes,strafe,ms
strains,strain,ms
straits,strait,ns
strands,strand,ms
straps,strap,ms
strata,stratum,ns
strati,stratus,ns
straws,straw,ns
strayed,stray,vd
strays,stray,ms
streaks,streak,ms
streams,stream,ms
streets,street,ns
strewed,strew,vd
strewed,strew,vn
strewn,strew,vn
strews,strew,vs
striae,stria,ns
strides,stride,ms
strikes,strike,ms
strikes,strike,vs
strings,string,ms
striped,stripe,vd
stripes,stripe,ms
strips,strip,ms
strived,strive,vd
strived,strive,vn
striven,strive,vn
strives,strive,vs
strobes,strobe,ns
strode,stride,vd
stroked,stroke,vd
strokes,stroke,ms
strolls,stroll,ms
strops,strop,ms
strove,strive,vd
struck,strike,vd
strums,strum,ms
strung,string,vd
struts,strut,ms
stubbed,stub,vd
stubs,stub,ms
stuck,stick,vd
studded,stud,vd
studied,study,vd
studies,study,ms
studios,studio,ns
studs,stud,ms
stuffed,stuff,vd
stuffs,stuff,vs
stumped,stump,vd
stumps,stump,ms
stung,sting,vd
stunk,stink,vn
stunned,stun,vd
stuns,stun,vs
stunted,stunt,vd
stunts,stunt,ms
stupas,stupa,ns
stupids,stupid,ns
stupors,stupor,ns
styled,style,vd
styles,style,ms
styling,style,vg
stymied,stymie,vd
stymies,stymie,ms
suaver,suave,aj1
suavest,suave,aj2
subbed,sub,vd
subbing,sub,vg
subdued,subdue,vd
subdues,subdue,vs
sublets,sublet,ms
submits,submit,vs
suborns,suborn,vs
subs,sub,ms
subsets,subset,ns
subtler,subtle,aj1
suburbs,suburb,ns
subways,subway,ns
succors,succor,vs
succubi,succubus,ns
sucked,suck,vd
suckers,sucker,ms
sucking,suck,vg
suckled,suckle,vd
suckles,suckle,vs
sucks,suck,ms
sudsier,sudsy,aj1
sued,sue,vd
sues,sue,vs
suffers,suffer,vs
sugared,sugar,vd
sugars,sugar,ms
suing,sue,vg
suited,suit,vd
suites,suite,ns
suiting,suit,vg
suitors,suitor,ns
suits,suit,ms
sulfurs,sulfur,vs
sulked,sulk,vd
sulkier,sulky,aj1
sulkies,sulky,ns
sulking,sulk,vg
sulks,sulk,ms
sullied,sully,vd
sullies,sully,vs
sultans,sultan,ns
summed,sum,vd
summers,summer,ms
summing,sum,vg
summits,summit,ns
summons,summon,vs
sumps,sump,ns
sums,sum,ms
sunbeds,sunbed,ns
sundaes,sundae,ns
sunders,sunder,vs
sung,sing,vn
sunhats,sunhat,ns
sunk,sink,vn
sunned,sun,vd
sunnier,sunny,aj1
sunning,sun,vg
suns,sun,ms
sunsets,sunset,ns
suntans,suntan,ms
supers,super,ns
supped,sup,vd
suppers,supper,ns
supping,sup,vg
suppler,supple,aj1
sups,sup,ms
surer,sure,a1
surest,sure,a2
surfed,surf,vd
surfers,surfer,ns
surfing,surf,vg
surfs,surf,vs
surged,surge,vd
surges,surge,ms
surging,surge,vg
surlier,surly,aj1
surreys,surrey,ns
surveys,survey,ms
sussed,suss,vd
susses,suss,vs
sussing,suss,vg
sutlers,sutler,ns
sutras,sutra,ns
sutured,suture,vd
sutures,suture,ms
svelter,svelte,aj1
swabbed,swab,vd
swabs,swab,ms
swagged,swag,vd
swags,swag,vs
swains,swain,ns
swam,swim,vd
swamis,swami,ns
swamped,swamp,vd
swamps,swamp,ms
swanked,swank,vd
swanker,swank,aj1
swanks,swank,ms
swanned,swan,vd
swans,swan,ns
swans,swan,vs
swapped,swap,vd
swaps,swap,ms
swards,sward,ns
swarmed,swarm,vd
swarms,swarm,ms
swashed,swash,vd
swashes,swash,ms
swathed,swathe,vd
swathes,swathe,ms
swaths,swath,ns
swats,swat,ms
swatted,swat,vd
swayed,sway,vd
swaying,sway,vg
sways,sway,vs
swears,swear,vs
sweated,sweat,vd
sweats,sweat,vs
swedes,swede,ns
sweeps,sweep,ms
sweeter,sweet,a1
sweets,sweet,ns
swelled,swell,vd
sweller,swell,aj1
swells,swell,ms
swept,sweep,vd
swerved,swerve,vd
swerves,swerve,ms
swifter,swift,aj1
swifts,swift,ns
swigged,swig,vd
swigs,swig,ms
swilled,swill,vd
swills,swill,vs
swims,swim,ms
swines,swine,ns
swings,swing,ms
swiped,swipe,vd
swipes,swipe,ms
swiping,swipe,vg
swirled,swirl,vd
swirls,swirl,ms
swished,swish,vd
swisher,swish,aj1
swishes,swish,ms
swivels,swivel,ms
swollen,swell,vn
swooned,swoon,vd
swoons,swoon,ms
swooped,swoop,vd
swoops,swoop,ms
swords,sword,ns
swore,swear,vd
sworn,swear,vn
swots,swot,ms
swotted,swot,vd
swum,swim,vn
swung,swing,vd
sylphs,sylph,ns
symbols,symbol,ns
synced,sync,vd
syncing,sync,vg
syncs,sync,vs
synods,synod,ns
synths,synth,ns
syrups,syrup,ns
systems,system,ns
tabbed,tab,vd
tabbies,tabby,ns
tabbing,tab,vg
tablas,tabla,ns
tabled,table,vd
tables,table,ms
tablets,tablet,ns
tabling,table,vg
tabooed,taboo,vd
taboos,taboo,ms
tabors,tabor,ns
tabs,tab,ms
tacked,tack,vd
tackers,tacker,ns
tackier,tacky,aj1
tacking,tack,vg
tackled,tackle,vd
tackles,tackle,ms
tacks,tack,ms
tacos,taco,ns
tactics,tactic,ns
tads,tad,ns
taffies,taffy,ns
tagged,tag,vd
taggers,tagger,ns
tagging,tag,vg
tags,tag,ms
taigas,taiga,ns
tailed,tail,vd
tailing,tail,vg
tailors,tailor,ms
tails,tail,ms
tainted,taint,vd
taints,taint,ms
taken,take,vn
takers,taker,ns
takes,take,ms
taking,take,vg
takings,taking,ns
talents,talent,ns
tales,tale,ns
tali,talus,ns
talked,talk,vd
talkers,talker,ns
talkier,talky,aj1
talkies,talkie,ns
talking,talk,vg
talks,talk,ms
taller,tall,aj1
tallest,tall,aj2
tallied,tally,vd
tallies,tally,ms
talons,talon,ns
taluses,talus,ns
tamales,tamale,ns
tamed,tame,vd
tamer,tame,aj1
tamers,tamer,ns
tames,tame,vs
tamest,tame,aj2
taming,tame,vg
tamped,tamp,vd
tampers,tamper,vs
tamping,tamp,vg
tampons,tampon,ns
tamps,tamp,vs
tams,tam,ns
tandems,tandem,ns
tangier,tangy,aj1
tangled,tangle,vd
tangles,tangle,ms
tangoed,tango,vd
tangos,tango,ms
tangs,tang,ns
tanked,tank,vd
tankers,tanker,ns
tanking,tank,vg
tanks,tank,ms
tanned,tan,vd
tanner,tan,aj1
tanners,tanner,ns
tannest,tan,aj2
tanning,tan,vg
tannins,tannin,ns
tans,tan,ms
taped,tape,vd
tapered,taper,vd
tapers,taper,ms
tapes,tape,ms
taping,tape,vg
tapirs,tapir,ns
tapped,tap,vd
tappers,tapper,ns
tappets,tappet,ns
tapping,tap,vg
taps,tap,ms
tardier,tardy,aj1
tared,tare,vd
tares,tare,ms
targets,target,ms
tariffs,tariff,ns
taring,tare,vg
tarmacs,tarmac,vs
tarns,tarn,ns
taros,taro,ns
tarots,tarot,ns
tarpons,tarpon,ns
tarps,tarp,ns
tarred,tar,vd
tarried,tarry,vd
tarrier,tarry,aj1
tarries,tarry,vs
tarring,tar,vg
tars,tar,vs
tarsals,tarsal,ns
tarsi,tarsus,ns
tartans,tartan,ns
tartars,tartar,ns
tarted,tart,vd
tarter,tart,aj1
tartest,tart,aj2
tarting,tart,vg
tarts,tart,ns
tarts,tart,vs
tasered,taser,vd
tasers,taser,ms
tasked,task,vd
tasking,task,vg
tasks,task,ms
tassels,tassel,ms
tasted,taste,vd
tasters,taster,ns
tastes,taste,ms
tastier,tasty,aj1
tasting,taste,vg
tatamis,tatami,ns
taters,tater,ns
tats,tat,vs
tatted,tat,vd
tatters,tatter,ms
tattier,tattie,aj1
tatties,tattie,ns
tatting,tat,vg
tattled,tattle,vd
tattles,tattle,ms
tattoos,tattoo,ms
taught,teach,vd
taunted,taunt,vd
taunts,taunt,ms
taus,tau,ns
tautens,tauten,vs
tauter,taut,aj1
tautest,taut,aj2
taverns,tavern,ns
tawnier,tawny,aj1
taxa,taxon,ns
taxed,tax,vd
taxers,taxer,ns
taxes,tax,ms
taxied,taxi,vd
taxiing,taxi,vg
taxing,tax,vg
taxis,taxi,ms
taxmen,taxman,ns
teaches,teach,vs
teacups,teacup,ns
teaks,teak,ns
teals,teal,ns
teamed,team,vd
teaming,team,vg
teams,team,ms
teapots,teapot,ns
teared,tear,vd
tearier,teary,aj1
tearing,tear,vg
tears,tear,ns
tears,tear,vs
teas,tea,ns
teased,tease,vd
teasels,teasel,ns
teasers,teaser,ns
teases,tease,ms
teasing,tease,vg
teats,teat,ns
techies,techie,ns
techs,tech,ns
teddies,teddy,ns
teds,ted,ns
teed,tee,vd
teeing,tee,vg
teemed,teem,vd
teeming,teem,vg
teems,teem,vs
teenier,teeny,aj1
teens,teen,ns
tees,tee,ms
teeters,teeter,ms
teeth,tooth,ns
teethed,teethe,vd
teethes,teethe,vs
telcos,telco,ns
telexed,telex,vd
telexes,telex,ms
tellers,teller,ns
tellies,telly,ns
telling,tell,vg
tells,tell,vs
temped,temp,vd
tempers,temper,ms
temping,temp,vg
temples,temple,ns
tempos,tempo,ns
temps,temp,ms
tempted,tempt,vd
tempts,tempt,vs
tenants,tenant,ms
tended,tend,vd
tenders,tender,ms
tending,tend,vg
tendons,tendon,ns
tends,tend,vs
tenets,tenet,ns
tenners,tenner,ns
tenoned,tenon,vd
tenons,tenon,ms
tenors,tenor,ns
tenpins,tenpin,ns
tens,ten,ns
tensed,tense,vd
tenser,tense,aj1
tenses,tense,ms
tensest,tense,aj2
tensing,tense,vg
tensors,tensor,ns
tented,tent,vd
tenths,tenth,ns
tenting,tent,vg
tents,tent,ms
tenured,tenure,vd
tenures,tenure,vs
tepees,tepee,ns
termed,term,vd
terming,term,vg
termini,terminus,ns
terms,term,ms
terns,tern,ns
terrors,terror,ns
terser,terse,aj1
tersest,terse,aj2
tested,test,vd
testers,tester,ns
testes,testis,ns
testier,testy,aj1
testing,test,vg
tests,test,ms
tethers,tether,ms
tetras,tetra,ns
texted,text,vd
texting,text,vg
texts,text,ms
thalami,thalamus,ns
thanes,thane,ns
thanked,thank,vd
thanks,thank,vs
thawed,thaw,vd
thawing,thaw,vg
thaws,thaw,ms
thee,thou,pn1
thefts,theft,ns
their,they,pnd
theirs,they,pnp
theists,theist,ns
them,they,pn1
themes,theme,ns
therms,therm,ns
these,this,ds
theses,thesis,ns
thetas,theta,ns
thews,thew,ns
thicker,thick,a1
thickos,thicko,ns
thieved,thieve,vd
thieves,thief,ns
thieves,thieve,vs
thighs,thigh,ns
thine,thou,pnd
thine,thou,pnp
things,thing,ns
thinks,think,vs
thinned,thin,vd
thinner,thin,a1
thins,thin,vs
thirds,third,ns
thirsts,thirst,ms
tholes,thole,ns
thongs,thong,ns
thorns,thorn,ns
those,that,ds
thought,think,vd
thralls,thrall,vs
threads,thread,ms
threats,threat,ns
threes,three,ns
threw,throw,vd
thrifts,thrift,ns
thrills,thrill,ms
thrived,thrive,vd
thrived,thrive,vn
thrives,thrive,vs
throats,throat,ns
throbs,throb,ms
throes,throe,ns
thrombi,thrombus,ns
thrones,throne,ns
throngs,throng,ms
thrown,throw,vn
throws,throw,ms
thrums,thrum,ms
thrusts,thrust,ns
thrusts,thrust,vs
thudded,thud,vd
thuds,thud,ms
thugs,thug,ns
thumbed,thumb,vd
thumbs,thumb,ms
thumped,thump,vd
thumps,thump,ms
thwacks,thwack,ms
thwarts,thwart,ms
thy,thou,pnd
thyself,thou,pnr0
tiaras,tiara,ns
tibiae,tibia,ns
ticked,tick,vd
tickers,ticker,ns
tickets,ticket,ms
ticking,tick,vg
tickled,tickle,vd
tickles,tickle,ms
ticks,tick,ms
tics,tic,ns
tidbits,tidbit,ns
tided,tide,vd
tides,tide,ms
tidied,tidy,vd
tidier,tidy,aj1
tidies,tidy,ms
tidiest,tidy,aj2
tiding,tide,vg
tidings,tiding,ns
tidying,tidy,vg
tied,tie,vd
tiepins,tiepin,ns
tiers,tier,ns
ties,tie,ms
tiffed,tiff,vd
tiffing,tiff,vg
tiffs,tiff,ms
tigers,tiger,ns
tighter,tight,a1
tildes,tilde,ns
tiled,tile,vd
tilers,tiler,ns
tiles,tile,ms
tiling,tile,vg
tilled,till,vd
tillers,tiller,ns
tilling,till,vg
tills,till,ms
tilted,tilt,vd
tilting,tilt,vg
tilts,tilt,ms
timbers,timber,ms
timbres,timbre,ns
timed,time,vd
timers,timer,ns
times,time,ms
timider,timid,aj1
timing,time,vg
timings,timing,ns
